80.0,0.10874915243683785,D#,2
120.0,0.08390783030107334,B,2
90.0,0.07406090678883973,F#,2
660.0,1.3654903841141857,E,5
180.0,0.09963750953336509,F#,3
120.0,0.09285676215152008,B,2
510.0,4.5107113999289705,C,5
510.0,0.3704194149511483,C,5
170.0,0.05703058080373535,F,3
350.0,3.7246802188051737,F,4
320.0,0.2067579045883195,D#,4
100.0,0.06095033629886324,G,2
160.0,0.06530203931121902,D#,3
80.0,0.05879454989965724,D#,2
350.0,0.045220243352189146,F,4
110.0,0.08620215737838284,A,2
110.0,0.1413554418951475,A,2
700.0,1.5523623767409198,F,5
1340.0,0.17694180745206262,E,6
1880.0,0.14556671212137914,A#,6
390.0,0.25649975407510184,G,4
140.0,0.4377529623015522,C#,3
180.0,0.08552432904528695,F#,3
150.0,0.08179731572245659,D,3
80.0,0.05000296731637279,D#,2
160.0,0.08163397287319094,D#,3
450.0,1.232703737873529,A,4
70.0,0.11025291379621502,C#,2
130.0,0.06663253847072821,C,3
210.0,0.7738357048422476,G#,3
410.0,0.46221756581888757,G#,4
180.0,0.06309491170202752,F#,3
150.0,0.07064575391131123,D,3
90.0,0.2773378897279945,F#,2
90.0,0.08537297474694475,F#,2
120.0,0.05518469762182201,B,2
70.0,0.08489315865897183,C#,2
230.0,0.053702237780498104,A#,3
280.0,2.244076417558892,C#,4
160.0,1.8772908838726137,D#,3
450.0,2.756502131434709,A,4
80.0,0.1592768252984496,D#,2
120.0,0.07316463963484765,B,2
90.0,0.47750144386824817,F#,2
90.0,0.10479332549126763,F#,2
120.0,0.15366191927345974,B,2
170.0,0.054772629807419086,F,3
110.0,0.13099498471864762,A,2
130.0,0.09177367685650852,C,3
70.0,0.2230958504110759,C#,2
80.0,0.2416035524623755,D#,2
80.0,0.1265489133010703,D#,2
60.0,0.0463662215718848,B,1
50.0,0.05168441644411372,G,1
570.0,0.11918809429481111,C#,5
80.0,0.11472981043971123,D#,2
580.0,0.5547131606063268,D,5
570.0,0.21185710070927374,C#,5
40.0,0.11070669554390258,D#,1
80.0,0.078777605734807,D#,2
50.0,0.07848270489052438,G,1
210.0,0.07373738082941174,G#,3
450.0,0.3104406512612192,A,4
540.0,0.9444872769345488,C#,5
190.0,0.05620985634516993,F#,3
40.0,0.1360380247584497,D#,1
430.0,0.37675019791304015,A,4
160.0,0.11590413233393934,D#,3
490.0,1.0931090518760886,B,4
250.0,0.8505421917286516,B,3
100.0,0.14189913319720973,G,2
220.0,0.058389880578544946,A,3
850.0,1.4646671790764845,G#,5
110.0,0.21685600478079176,A,2
240.0,0.5135129730072728,B,3
90.0,0.2678875436718624,F#,2
90.0,0.09153746953548622,F#,2
70.0,0.0682982651713802,C#,2
210.0,0.04547881015290013,G#,3
70.0,0.05536306975720436,C#,2
110.0,0.06454515288587571,A,2
90.0,0.08977237001640717,F#,2
80.0,0.11179482963228121,D#,2
110.0,0.7027247253794975,A,2
180.0,0.08581773469914224,F#,3
430.0,0.8206388029143171,A,4
390.0,0.607738321631049,G,4
80.0,0.09709069367525944,D#,2
660.0,0.564822224070574,E,5
260.0,0.5776538517311337,C,4
380.0,0.35388279747474055,F#,4
120.0,0.9141760888467233,B,2
110.0,1.3066641719667813,A,2
540.0,1.2457946700654443,C#,5
230.0,0.25825315405732124,A#,3
110.0,0.23975229570969375,A,2
160.0,0.09662245183408591,D#,3
70.0,0.09839572558624517,C#,2
300.0,0.07493365122619844,D,4
460.0,0.1800726909720893,A#,4
90.0,0.10310744207070649,F#,2
40.0,0.1246563048905498,D#,1
80.0,0.08237436783270287,D#,2
60.0,0.0265841031830044,B,1
90.0,0.058182175204017354,F#,2
80.0,0.0634536776110019,D#,2
160.0,0.06811631342853391,D#,3
300.0,0.31574082685995913,D,4
670.0,0.10206013851869492,E,5
250.0,0.42882606558652825,B,3
150.0,0.8835457239954337,D,3
150.0,0.7305874838074214,D,3
130.0,0.5208074901493754,C,3
140.0,0.37663838356329976,C#,3
150.0,0.3255469985323222,D,3
160.0,0.04347787468410839,D#,3
90.0,0.04297479052417359,F#,2
240.0,0.8717336653801724,B,3
830.0,0.2248454345039944,G#,5
170.0,0.6732078127583054,F,3
80.0,0.14898318607173283,D#,2
210.0,0.0755983591465068,G#,3
120.0,0.07290585564366205,B,2
4130.0,0.05590773014596791,C,8
50.0,0.0531552707359618,G,1
700.0,4.536790104743627,F,5
90.0,0.2587645011268001,F#,2
120.0,0.28551128616073973,B,2
110.0,1.5223239336795085,A,2
260.0,2.842754197137167,C,4
560.0,3.411432186085481,C#,5
80.0,0.12695359603314607,D#,2
520.0,1.1541711050312065,C,5
160.0,0.2876369878058693,D#,3
30.0,1.0777455076386693,B,0
70.0,0.16446469335863081,C#,2
100.0,0.2960073026465573,G,2
160.0,0.11548055862360716,D#,3
220.0,0.07060108055830441,A,3
70.0,0.07125779098722257,C#,2
210.0,0.0833732430535591,G#,3
60.0,0.07371077581492629,B,1
840.0,3.0463927740639436,G#,5
880.0,10.049966365523009,A,5
1210.0,3.4466853716887664,D#,6
420.0,2.4037388057418725,G#,4
430.0,2.7771487152864816,A,4
600.0,0.46148360875421174,D,5
910.0,3.5194118671185817,A#,5
1270.0,0.35552764766643874,D#,6
80.0,0.1774948218777654,D#,2
630.0,4.511941677925811,D#,5
150.0,1.1585482279724606,D,3
300.0,0.2520458523686925,D,4
190.0,0.05190894343417224,F#,3
170.0,1.8711309337048014,F,3
300.0,0.7869304759137185,D,4
420.0,0.1336766346844904,G#,4
70.0,0.07690065248389573,C#,2
120.0,0.0746335553319403,B,2
170.0,0.07306423825242432,F,3
160.0,0.07442985197852066,D#,3
150.0,0.8311921467166151,D,3
140.0,0.4813041660172513,C#,3
290.0,0.6525910247836968,D,4
170.0,0.9377226571460766,F,3
650.0,0.9708123343841415,E,5
480.0,0.8232959665356996,B,4
110.0,0.3718359573798696,A,2
100.0,0.2918028826673797,G,2
110.0,0.326685040550945,A,2
570.0,0.5409037635797265,C#,5
90.0,0.18836595201045553,F#,2
480.0,0.04867536306661562,B,4
240.0,0.6912657328799462,B,3
420.0,1.29373105263567,G#,4
320.0,0.8720181011813926,D#,4
310.0,1.051139071984044,D#,4
290.0,1.5352288797405762,D,4
620.0,2.2365511038179235,D#,5
250.0,1.1704458683195733,B,3
110.0,0.47515949547224023,A,2
